ID	Text	Extra	SourceRepo	SourceCommit	SourcePath	Part	Chapter	Section	Topic	Type	ALP_IDs	Difficulty	Tags	Status	QA
BK-COM-03-0001	簿記上の現金は通貨と{{c1::通貨代用証券}}からなる。他人振出小切手・送金小切手・郵便為替証書・配当金領収証・利払日の到来した公社債の利札は{{c1::通貨代用証券}}に含まれ、{{c1::郵便切手}}は現金に含めない。	通貨代用証券はすぐに換金できる証券であり、現金の範囲判定で重要となる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 1 現金の範囲	現金の範囲	classification	ALP-COM-03-0001 ALP-COM-03-0002 ALP-COM-03-0003	2	bookkeeping::commercial chapter::commercial::03 difficulty::2 status::approved topic::現金の範囲 type::classification	approved	pass
BK-COM-03-0002	現金の帳簿残高と実際有高の差額を原因判明まで一時的に記録する仮勘定を{{c1::現金過不足}}という。	期中に差額が判明した場合、まず帳簿残高を実際有高へ合わせる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 2 現金過不足	現金過不足	definition	ALP-COM-03-0004	1	bookkeeping::commercial chapter::commercial::03 difficulty::1 status::approved topic::現金過不足 type::definition	approved	pass
BK-COM-03-0003	期中に実際有高が帳簿残高を下回るときは（借）{{c1::現金過不足}}／（貸）{{c1::現金}}として帳簿残高を実際有高へ合わせ、上回るときは（借）{{c1::現金}}／（貸）{{c1::現金過不足}}とする。原因判明時は正しい勘定科目へ振り替え、{{c1::現金過不足}}を取り消す。	不足では仮勘定が借方、超過では貸方となる。原因判明後は仮勘定を残さない。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 2 現金過不足	期中の現金過不足	journal_entry	ALP-COM-03-0005 ALP-COM-03-0006	2	bookkeeping::commercial chapter::commercial::03 difficulty::2 status::approved topic::期中の現金過不足 type::journal_entry	approved	pass
BK-COM-03-0004	期中発生の差額が決算まで残り、仮勘定が借方残高（不足）のときは（借）{{c1::雑損}}／（貸）{{c1::現金過不足}}、貸方残高（超過）のときは（借）{{c1::現金過不足}}／（貸）{{c1::雑益}}として残高をゼロにする。	現金過不足は財務諸表に残さない仮勘定である。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 3 現金過不足の決算整理	期中発生差額の決算整理	journal_entry	ALP-COM-03-0007	2	bookkeeping::commercial chapter::commercial::03 difficulty::2 status::approved topic::期中発生差額の決算整理 type::journal_entry	approved	pass
BK-COM-03-0005	決算日に新たな差額が判明したときは{{c1::現金過不足}}を用いず、帳簿残高を実際有高へ直接合わせる。原因不明の不足は（借）{{c1::雑損}}／（貸）{{c1::現金}}、原因不明の超過は（借）{{c1::現金}}／（貸）{{c1::雑益}}とし、原因判明部分は該当科目へ計上する。	期中から残っている差額と、決算日に新たに判明した差額を区別する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 3 現金過不足の決算整理	決算日新規差額	journal_entry	ALP-COM-03-0008 ALP-COM-03-0009	3	bookkeeping::commercial chapter::commercial::03 difficulty::3 status::approved topic::決算日新規差額 type::journal_entry	approved	pass
BK-COM-03-0006	現金実査額＝{{c1::通貨}}＋{{c1::通貨代用証券}}で求め、郵便切手などは除外する。	金庫内にあっても、現金に該当しないものは実査額へ含めない。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 4 現金実査	現金実査額	measurement	ALP-COM-03-0010	1	bookkeeping::commercial chapter::commercial::03 difficulty::1 status::approved topic::現金実査額 type::measurement	approved	pass
BK-COM-03-0007	期中に費用処理した未使用郵便切手は、決算で（借）{{c1::貯蔵品}}／（貸）{{c1::通信費}}として未使用分を資産へ振り替える。	未使用分だけを費用から資産へ振り替える。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第1節 5 郵便切手	未使用郵便切手	journal_entry	ALP-COM-03-0011	2	bookkeeping::commercial chapter::commercial::03 difficulty::2 status::approved topic::未使用郵便切手 type::journal_entry	approved	pass
BK-COM-03-0008	小切手・手形による代金決済に用いる口座残高は{{c1::当座預金}}（資産）で処理し、入金で{{c1::増加}}、支払で{{c1::減少}}する。	当座預金口座の残高を表す資産勘定である。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第2節 1 当座預金	当座預金の基礎	definition	ALP-COM-03-0012	1	bookkeeping::commercial chapter::commercial::03 difficulty::1 status::approved topic::当座預金の基礎 type::definition	approved	pass
BK-COM-03-0009	小切手を振り出して支払うと振出人の{{c1::当座預金}}を減少させる。他人振出小切手を受け取ったときは{{c1::現金}}、受取後ただちに口座へ入金したときは{{c1::当座預金}}、自己振出小切手を受け取ったときは{{c1::当座預金}}を増加させる。	自己振出小切手の受取りは、振出時に記録した口座残高の減少を取り消す処理である。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第2節 2 小切手	小切手の処理	comparison	ALP-COM-03-0013 ALP-COM-03-0014 ALP-COM-03-0015	2	bookkeeping::commercial chapter::commercial::03 difficulty::2 status::approved topic::小切手の処理 type::comparison	approved	pass
BK-COM-03-0010	普通預金・定期預金はそれぞれ口座残高を表す{{c1::資産}}であり、複数口座は「銀行名―口座種類」の勘定で個別管理できる。	預金種類や銀行ごとに補助的な勘定を設定できる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	03 現金預金	第2節 3 普通預金・定期預金	普通預金・定期預金	classification	ALP-COM-03-0016	1	bookkeeping::commercial chapter::commercial::03 difficulty::1 status::approved topic::普通預金・定期預金 type::classification	approved	pass
