ID	Text	Extra	SourceRepo	SourceCommit	SourcePath	Part	Chapter	Section	Topic	Type	ALP_IDs	Difficulty	Tags	Status	QA
BK-IND-06-0001	製造間接費の配賦計算を、作業の性質や責任に基づく{{c1::原価部門}}ごとに行う方法を{{c1::部門別計算}}という。	原価部門ごとに製造間接費を集計・配賦することで、作業の性質や責任を配賦計算に反映する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第1節 部門別計算とは	部門別計算	definition	ALP-IND-06-0001	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::部門別計算 type::definition	approved	pass
BK-IND-06-0002	部門別計算の主な目的は、{{c1::正確な製品原価の計算}}と{{c1::原価管理}}である。	部門別の配賦率・配賦基準により製品原価の精度を高め、部門別の予算実績比較により責任の所在を明確にする。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第1節 部門別計算とは	部門別計算の目的	reasoning	ALP-IND-06-0002	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::部門別計算の目的 type::reasoning	approved	pass
BK-IND-06-0003	工場全体で製造間接費を総括配賦する個別原価計算＝{{c1::単純個別原価計算}}、部門別に配賦する個別原価計算＝{{c1::部門別個別原価計算}}。	工場全体で1つの配賦率を使うか、原価部門ごとに配賦するかが区別の軸になる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第1節 部門別計算とは	単純個別原価計算と部門別個別原価計算	comparison	ALP-IND-06-0003	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::単純個別原価計算と部門別個別原価計算 type::comparison	approved	pass
BK-IND-06-0004	製品の加工・組立てなど、製造作業を直接行う原価部門を{{c1::製造部門}}という。	例として切削部門・組立部門・塗装部門・仕上部門などがある。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第1節 部門別計算とは	製造部門	definition	ALP-IND-06-0004	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::製造部門 type::definition	approved	pass
BK-IND-06-0005	製造作業を直接行わず、動力・修繕・運搬・事務などのサービスを提供する原価部門を{{c1::補助部門}}という。	補助部門は製造部門の生産活動を間接的に支援する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第1節 部門別計算とは	補助部門	definition	ALP-IND-06-0005	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::補助部門 type::definition	approved	pass
BK-IND-06-0006	原価部門の細分類では、製造部門は{{c1::主経営部門}}・{{c1::副経営部門}}、補助部門は{{c1::補助経営部門}}・{{c1::工場管理部門}}に分けられる。	主経営部門は主製品の製造を直接担当し、副経営部門は主製品に直接該当しない製造作業を行う。補助経営部門は用役を提供し、工場管理部門は工場全体の管理機能を担う。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第1節 部門別計算とは	原価部門の細分類	classification	ALP-IND-06-0006	2	bookkeeping::industrial chapter::industrial::06 difficulty::2 status::approved topic::原価部門の細分類 type::classification	approved	pass
BK-IND-06-0007	部門別計算では、製造間接費を各原価部門へ集計する段階＝{{c1::第1次集計}}、補助部門費を各製造部門へ配賦する段階＝{{c1::第2次集計}}、製造部門費を各製品へ配賦する段階＝{{c1::第3次集計}}。	製造間接費は原価部門へ集計され、補助部門費を製造部門へ集約した後、製造部門費が製品へ配賦される。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第2節 計算手続	部門別計算の3段階	procedure	ALP-IND-06-0007	2	bookkeeping::industrial chapter::industrial::06 difficulty::2 status::approved topic::部門別計算の3段階 type::procedure	approved	pass
BK-IND-06-0008	特定部門で発生したことが明らかな製造間接費を{{c1::部門個別費}}といい、その特定部門へ直接賦課する。	第1次集計では、発生部門を直接特定できる費用は配賦せず当該部門へ跡付けする。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第2節 第1次集計	部門個別費	classification	ALP-IND-06-0008	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::部門個別費 type::classification	approved	pass
BK-IND-06-0009	複数部門に共通して発生し、特定部門で発生したと特定できない製造間接費を{{c1::部門共通費}}といい、適切な配賦基準で各部門へ配賦する。	工場建物の減価償却費や工場全体の水道光熱費などが典型例。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第2節 第1次集計	部門共通費	classification	ALP-IND-06-0009	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::部門共通費 type::classification	approved	pass
BK-IND-06-0010	各部門への配賦額＝{{c1::部門共通費}}×{{c1::各部門の配賦基準量}}÷{{c1::配賦基準量合計}}。	占有面積・電力消費量など、費用発生と合理的に対応する配賦基準を用いる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	6 部門別計算	第2節 第1次集計	部門共通費の配賦額	formula	ALP-IND-06-0010	1	bookkeeping::industrial chapter::industrial::06 difficulty::1 status::approved topic::部門共通費の配賦額 type::formula	approved	pass
