ID	Text	Extra	SourceRepo	SourceCommit	SourcePath	Part	Chapter	Section	Topic	Type	ALP_IDs	Difficulty	Tags	Status	QA
BK-IND-01-0001	製造業で購買・製造・販売活動を記録する簿記を{{c1::工業簿記}}といい、商品売買業の商業簿記との相違は{{c1::製造活動}}を含む点にある。	商業簿記の主な活動は購買・販売、工業簿記は購買・製造・販売。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	工業簿記の対象	definition	ALP-IND-01-0001	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::工業簿記の対象 type::definition	approved	pass
BK-IND-01-0002	製品の製造に要した費用である製造原価を計算する手続を{{c1::原価計算}}という。	製造業では自社製品の原価を把握してから帳簿記録へつなげる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	原価計算	definition	ALP-IND-01-0002	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::原価計算 type::definition	approved	pass
BK-IND-01-0003	製造業の処理は、{{c1::原価計算}}で原価を算定→{{c1::工業簿記}}で帳簿に記録→{{c1::財務諸表}}で報告する。	原価計算と工業簿記は、計算した原価を帳簿記録へつなげる関係にある。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	製造業の処理順序	procedure	ALP-IND-01-0003	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::製造業の処理順序 type::procedure	approved	pass
BK-IND-01-0004	原価計算の主目的は{{c1::財務諸表の作成}}であり、売上原価・材料・仕掛品・製品などの計上額を適切に算定する。	製造原価を完成・未完成・販売済みへ配分して、損益計算書と貸借対照表の金額を決める。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	原価計算の目的	reasoning	ALP-IND-01-0004	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::原価計算の目的 type::reasoning	approved	pass
BK-IND-01-0005	製品を製造するためにかかった費用は{{c1::製造原価}}であり、製品の販売や企業全般の管理にかかる{{c1::販売費及び一般管理費}}とは区別する。	工業簿記の原価計算で中心となるのは製造原価。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	製造原価の範囲	classification	ALP-IND-01-0005	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::製造原価の範囲 type::classification	approved	pass
BK-IND-01-0006	総原価＝{{c1::製造原価}}＋{{c1::販売費及び一般管理費}}。	総原価は製造と販売・管理まで含む原価。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	総原価	formula	ALP-IND-01-0006	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::総原価 type::formula	approved	pass
BK-IND-01-0007	利益＝{{c1::売上高}}－{{c1::総原価}}。	売上高から総原価を差し引いた額が利益。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	利益と総原価	formula	ALP-IND-01-0007	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::利益と総原価 type::formula	approved	pass
BK-IND-01-0008	製造・販売・管理活動外で発生する支払利息などや、異常な原因による製造費用は{{c1::非原価項目}}であり、製造原価には算入しない。	非原価項目は営業外費用または特別損失などとして処理される。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第1節 工業簿記総論	非原価項目	exception	ALP-IND-01-0008	2	bookkeeping::industrial chapter::industrial::01 difficulty::2 status::approved topic::非原価項目 type::exception	approved	pass
BK-IND-01-0009	製造原価を発生形態別に分けると、材料の消費額＝{{c1::材料費}}、労働力の消費額＝{{c1::労務費}}、これら2区分以外＝{{c1::経費}}の3区分。	何を消費して原価が発生したか、という観点の分類。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第2節 製造原価の分類	発生形態別分類	classification	ALP-IND-01-0009 ALP-IND-01-0010 ALP-IND-01-0011 ALP-IND-01-0012	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::発生形態別分類 type::classification	approved	pass
BK-IND-01-0010	特定製品に直接集計できる原価を{{c1::製造直接費}}といい、{{c1::直接材料費}}・{{c1::直接労務費}}・{{c1::直接経費}}からなる。	特定製品との対応関係を直接たどれる原価。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	1 工業簿記の基礎	第2節 製造原価の分類	製造直接費	classification	ALP-IND-01-0013	1	bookkeeping::industrial chapter::industrial::01 difficulty::1 status::approved topic::製造直接費 type::classification	approved	pass
