ID	Text	Extra	SourceRepo	SourceCommit	SourcePath	Part	Chapter	Section	Topic	Type	ALP_IDs	Difficulty	Tags	Status	QA
BK-IND-07-0001	個別注文に応じて異なる製品を生産し、注文ごとに製品原価を計算する方法を{{c1::個別原価計算}}という。	個別受注生産に適用し、注文単位で原価を把握する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第1節 個別原価計算とは	個別原価計算の定義	definition	ALP-IND-07-0001	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::個別原価計算の定義 type::definition	approved	pass
BK-IND-07-0002	特定の注文ごとに発行し、製品種類・数量・完成予定日などを記載して製造現場へ指示する文書を{{c1::特定製造指図書}}という。	注文単位の製造指示と原価集計の基礎となる文書。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第1節 個別原価計算とは	特定製造指図書	definition	ALP-IND-07-0002	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::特定製造指図書 type::definition	approved	pass
BK-IND-07-0003	製造間接費の部門別計算を行わない方法＝{{c1::単純個別原価計算}}、行う方法＝{{c1::部門別個別原価計算}}。	両者の違いは、製造間接費を部門別に計算してから指図書へ配賦するかどうか。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第1節 個別原価計算とは	単純個別と部門別個別	classification	ALP-IND-07-0003	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::単純個別と部門別個別 type::classification	approved	pass
BK-IND-07-0004	特定製造指図書1つにつき1枚作成し、指図書別に直接材料費・直接労務費・製造間接費などを集計する表を{{c1::原価計算票}}という。{{c1::原価計算票}}をファイリングした帳簿を{{c1::原価元帳}}という。	原価計算票は指図書別原価の明細、原価元帳はその蓄積・管理帳簿。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第1節 個別原価計算とは	原価計算票と原価元帳	ledger	ALP-IND-07-0004 ALP-IND-07-0005	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::原価計算票と原価元帳 type::ledger	approved	pass
BK-IND-07-0005	1か月の指図書別原価計算票を集約し、仕掛品勘定と整合させる表を{{c1::原価計算表（総括表）}}という。	指図書別の集計額と仕掛品勘定の総額を照合するための総括表。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第1節 個別原価計算とは	原価計算表	ledger	ALP-IND-07-0006	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::原価計算表 type::ledger	approved	pass
BK-IND-07-0006	製造直接費を特定の指図書・製品に直接集計する手続＝{{c1::賦課（直課）}}。特定指図書へ直接集計できない製造間接費を配賦基準で指図書別原価へ含める手続＝{{c1::配賦計算}}。	直接費は賦課、間接費は配賦という対応を区別する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第2節 計算手続	賦課と配賦	cost_accounting	ALP-IND-07-0007 ALP-IND-07-0008	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::賦課と配賦 type::cost_accounting	approved	pass
BK-IND-07-0007	単純個別原価計算では、直接費を指図書別に{{c1::賦課}}し、工場全体の製造間接費を{{c1::単一配賦率}}で各指図書へ配賦する。	工場全体を一つの配賦単位として製造間接費を各指図書へ配賦する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第2節 単純個別原価計算	単純個別原価計算の手続	procedure	ALP-IND-07-0009	2	bookkeeping::industrial chapter::industrial::07 difficulty::2 status::approved topic::単純個別原価計算の手続 type::procedure	approved	pass
BK-IND-07-0008	完成した指図書原価は（借）{{c1::製品}}／（貸）{{c1::仕掛品}}へ振り替える。月末未完成の指図書原価は{{c1::仕掛品}}として繰り越す。	完成時に仕掛品から製品へ振替え、未完成分は仕掛品残高として翌月へ繰り越す。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第2節 単純個別原価計算	完成時の原価振替	journal_entry	ALP-IND-07-0010	2	bookkeeping::industrial chapter::industrial::07 difficulty::2 status::approved topic::完成時の原価振替 type::journal_entry	approved	pass
BK-IND-07-0009	完成・引渡済の指図書原価は（借）{{c1::売上原価}}／（貸）{{c1::製品}}へ振り替える。完成・未引渡分は{{c1::製品}}として繰り越す。	引渡済みの完成品原価だけが売上原価となり、未引渡分は製品在庫として残る。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第2節 単純個別原価計算	引渡時の原価振替	journal_entry	ALP-IND-07-0011	2	bookkeeping::industrial chapter::industrial::07 difficulty::2 status::approved topic::引渡時の原価振替 type::journal_entry	approved	pass
BK-IND-07-0010	部門別個別原価計算では、製造間接費を部門ごとに集計し、各製造部門の{{c1::配賦率}}と{{c1::配賦基準}}を用いて指図書へ配賦する。	製造間接費を部門別に把握してから、部門ごとの配賦条件で各指図書へ負担させる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第2節 部門別個別原価計算	部門別個別原価計算の手続	procedure	ALP-IND-07-0012	2	bookkeeping::industrial chapter::industrial::07 difficulty::2 status::approved topic::部門別個別原価計算の手続 type::procedure	approved	pass
BK-IND-07-0011	製造過程の失敗を{{c1::仕損}}、その結果生じた不合格品を{{c1::仕損品}}、合格品へ補修するために発生した費用を{{c1::仕損費}}という。	仕損・仕損品・仕損費を区別して覚える。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第3節 仕損	仕損の用語	definition	ALP-IND-07-0013	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::仕損の用語 type::definition	approved	pass
BK-IND-07-0012	仕損品を補修する場合、補修のための材料・労務・製造間接費などを集計するために{{c1::補修指図書}}を発行する。	補修指図書に補修原価を独立集計し、その後に仕損費処理へつなげる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第3節 仕損	補修指図書	procedure	ALP-IND-07-0014	1	bookkeeping::industrial chapter::industrial::07 difficulty::1 status::approved topic::補修指図書 type::procedure	approved	pass
BK-IND-07-0013	通常発生する仕損費は製造原価として、仕損が発生した当初の{{c1::製造指図書}}へ賦課する。	正常な仕損費は当初指図書の製造原価に負担させる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第3節 仕損	通常仕損費の負担	cost_accounting	ALP-IND-07-0015	2	bookkeeping::industrial chapter::industrial::07 difficulty::2 status::approved topic::通常仕損費の負担 type::cost_accounting	approved	pass
BK-IND-07-0014	日商簿記2級で扱う仕損費の処理は{{c1::直接経費処理}}であり、補修指図書原価を仕損費へ振り替え、その仕損費を当初の製造指図書へ直接賦課する。	仕損費の間接経費処理も存在するが、2級では直接経費処理を対象とする。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第3節 仕損	仕損費の直接経費処理	procedure	ALP-IND-07-0016 ALP-IND-07-0018	2	bookkeeping::industrial chapter::industrial::07 difficulty::2 status::approved topic::仕損費の直接経費処理 type::procedure	approved	pass
BK-IND-07-0015	補修原価の振替は、まず（借）{{c1::仕損費}}／（貸）{{c1::仕掛品}}、次に当初指図書へ（借）{{c1::仕掛品}}／（貸）{{c1::仕損費}}とする。	第1段階で補修指図書に集計した原価を仕損費へ振り替え、第2段階でその仕損費を当初指図書へ賦課する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	industrial	7 個別原価計算	第3節 仕損	補修原価の仕損費振替	journal_entry	ALP-IND-07-0017	3	bookkeeping::industrial chapter::industrial::07 difficulty::3 status::approved topic::補修原価の仕損費振替 type::journal_entry	approved	pass
