ID	Text	Extra	SourceRepo	SourceCommit	SourcePath	Part	Chapter	Section	Topic	Type	ALP_IDs	Difficulty	Tags	Status	QA
BK-COM-09-0001	将来の費用発生が見積もられ、その原因が決算期以前の事象にある場合、その見積額は{{c1::当期}}の費用として計上する。計上した引当金は、実際の費用・支出発生時に{{c1::取り崩す}}。	原因が当期以前にある将来費用を期間対応させるための基本原則。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第1節 1 引当金とは	引当金の認識と取崩し	recognition	ALP-COM-09-0001 ALP-COM-09-0002	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::引当金の認識と取崩し type::recognition	approved	pass
BK-COM-09-0002	資産の控除項目として扱うのは{{c1::評価性引当金}}、負債として扱うのは{{c1::負債性引当金}}。日商簿記2級で前者に該当するのは{{c1::貸倒引当金}}のみで、修繕・賞与・役員賞与・退職給付・商品保証の各引当金は後者。	貸倒引当金以外の本章の引当金は負債性引当金。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第1節 2 引当金の分類	引当金の分類	classification	ALP-COM-09-0003 ALP-COM-09-0004	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::引当金の分類 type::classification	approved	pass
BK-COM-09-0003	相手先の経営悪化や倒産などにより、売掛金・受取手形などの債権を回収できなくなることを{{c1::貸倒れ}}という。	売上債権だけでなく、貸付金などの債権でも回収不能は貸倒れとなる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 1 貸倒れの基礎	貸倒れの定義	definition	ALP-COM-09-0005	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::貸倒れの定義 type::definition	approved	pass
BK-COM-09-0004	当期の掛け販売による債権が貸し倒れた場合、前期末の引当対象外なので（借）{{c1::貸倒損失}}／（貸）{{c1::売掛金}}。	当期発生債権には前期末の貸倒引当金が設定されていない。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 1 貸倒れの基礎	当期発生債権の貸倒れ	journal_entry	ALP-COM-09-0006	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::当期発生債権の貸倒れ type::journal_entry	approved	pass
BK-COM-09-0005	前期以前の掛け販売による債権が貸し倒れた場合、まず（借）{{c1::貸倒引当金}}／（貸）{{c1::売掛金}}。貸倒額が引当金残高を超える部分は借方に{{c1::貸倒損失}}を加える。	前期末に見積費用を計上済みなので、まず引当金を利用し、超過分だけ当期費用とする。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 1 貸倒れの基礎	前期以前発生債権の貸倒れ	journal_entry	ALP-COM-09-0007	2	bookkeeping::commercial chapter::commercial::09 difficulty::2 status::approved topic::前期以前発生債権の貸倒れ type::journal_entry	approved	pass
BK-COM-09-0006	前期以前に貸倒処理した債権を後日回収した場合は、（借）現金等／（貸）{{c1::償却債権取立益}}として当期収益を計上する。	過年度に損失処理した債権の回収なので、当期の収益として扱う。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 1 貸倒れの基礎	償却債権取立益	journal_entry	ALP-COM-09-0008	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::償却債権取立益 type::journal_entry	approved	pass
BK-COM-09-0007	貸倒見積高＝期末の{{c1::対象債権残高}}×{{c1::貸倒実績率}}。	期末残高に実績率を乗じて翌期の貸倒見込みを見積もる。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 2 貸倒見積高と差額補充法	貸倒見積高	formula	ALP-COM-09-0009	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::貸倒見積高 type::formula	approved	pass
BK-COM-09-0008	期末の貸倒見積高はまだ実際に発生した損失ではないため、決算では貸倒損失ではなく{{c1::貸倒引当金繰入}}を費用計上する。	相手勘定は貸倒引当金で、売上債権等の控除項目として表示する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 2 貸倒見積高と差額補充法	貸倒見積高の費用処理	classification	ALP-COM-09-0010	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::貸倒見積高の費用処理 type::classification	approved	pass
BK-COM-09-0009	差額補充法の貸倒引当金繰入＝{{c1::貸倒見積高}}－決算整理前の{{c1::貸倒引当金残高}}。	必要額と決算整理前残高との差額だけを追加計上する。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 2 貸倒見積高と差額補充法	差額補充法	formula	ALP-COM-09-0011	2	bookkeeping::commercial chapter::commercial::09 difficulty::2 status::approved topic::差額補充法 type::formula	approved	pass
BK-COM-09-0010	必要な貸倒見積高より決算整理前の引当金残高が多い場合、超過額は（借）{{c1::貸倒引当金}}／（貸）{{c1::貸倒引当金戻入}}として取り崩す。	貸倒引当金戻入は収益。	xihangzou/bookkeeping-integrated	569ed7b82e729334e1472286eaca7c4352e6fbdb	merged/textbook.md	commercial	09 引当金	第2節 2 貸倒見積高と差額補充法	貸倒引当金戻入	journal_entry	ALP-COM-09-0012	1	bookkeeping::commercial chapter::commercial::09 difficulty::1 status::approved topic::貸倒引当金戻入 type::journal_entry	approved	pass
