alp_id	source_part	source_chapter	source_section	source_anchor	summary	type	status	include_reason	exclude_reason	note_ids	qa_status
ALP-IND-01-0001	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::overview	工業簿記は製造業の購買・製造・販売活動を記録し、製造活動を含む点で商品売買業の商業簿記と異なる	definition	INCLUDE	industrial bookkeeping scope			pending
ALP-IND-01-0002	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::cost-accounting	原価計算は製品の製造に要した費用である製造原価を計算する手続である	definition	INCLUDE	cost accounting definition			pending
ALP-IND-01-0003	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::workflow	製造業では原価計算で原価を算定し、工業簿記で帳簿に記録し、その結果を財務諸表で報告する	procedure	INCLUDE	cost-to-ledger-to-statements flow			pending
ALP-IND-01-0004	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::purpose	原価計算の主要目的は売上原価・材料・仕掛品・製品など財務諸表計上額を適切に算定することである	reasoning	INCLUDE	financial statement purpose			pending
ALP-IND-01-0005	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::manufacturing-cost	製造原価は製品を製造するためにかかった費用であり、販売費・一般管理費とは区別する	classification	INCLUDE	manufacturing cost boundary			pending
ALP-IND-01-0006	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::total-cost	総原価＝製造原価＋販売費及び一般管理費である	formula	INCLUDE	total cost formula			pending
ALP-IND-01-0007	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::profit	利益＝売上高－総原価である	formula	INCLUDE	profit formula			pending
ALP-IND-01-0008	industrial	1 工業簿記の基礎	第1節 工業簿記総論	industrial/chapter01.md::noncost	支払利息等の製造・販売・管理活動外の費用や異常な原因による製造費用は非原価項目であり製造原価に算入しない	exception	INCLUDE	non-cost item boundary			pending
ALP-IND-01-0009	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::elements	発生形態別に製造原価は材料費・労務費・経費の3区分に分類する	classification	INCLUDE	cost element classification			pending
ALP-IND-01-0010	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::materials	材料費は製品製造のために材料を消費した額である	definition	INCLUDE	material cost definition			pending
ALP-IND-01-0011	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::labor	労務費は製品製造のために労働力を消費した額である	definition	INCLUDE	labor cost definition			pending
ALP-IND-01-0012	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::expense	経費は製造原価のうち材料費・労務費以外の原価である	definition	INCLUDE	expense cost definition			pending
ALP-IND-01-0013	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::direct	製造直接費は特定製品に直接集計できる原価で、直接材料費・直接労務費・直接経費からなる	classification	INCLUDE	direct manufacturing cost classification			pending
ALP-IND-01-0014	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::indirect	製造間接費は複数製品に共通して発生し特定製品に直接集計できない原価で、間接材料費・間接労務費・間接経費からなる	classification	INCLUDE	indirect manufacturing cost classification			pending
ALP-IND-01-0015	industrial	1 工業簿記の基礎	第2節 製造原価の分類	industrial/chapter01.md::assignment	製造直接費を特定製品へ直接集計する手続を賦課という	definition	INCLUDE	direct assignment term			pending
