alp_id	source_part	source_chapter	source_section	source_anchor	summary	type	status	include_reason	exclude_reason	note_ids	qa_status
ALP-COM-03-0001	commercial	03 現金預金	第1節 1 現金の範囲	commercial/chapter03.md::1-1	簿記上の現金＝通貨＋すぐ換金できる通貨代用証券である	definition	INCLUDE	cash definition			pending
ALP-COM-03-0002	commercial	03 現金預金	第1節 1 現金の範囲	commercial/chapter03.md::1-1	他人振出小切手・送金小切手・郵便為替証書・配当金領収証・期限到来利札は通貨代用証券として現金に含む	classification	INCLUDE	cash-equivalent classification			pending
ALP-COM-03-0003	commercial	03 現金預金	第1節 1 現金の範囲	commercial/chapter03.md::1-1	郵便切手は通貨代用証券でなく現金に含めない	exception	INCLUDE	cash-scope exception			pending
ALP-COM-03-0004	commercial	03 現金預金	第1節 2 現金過不足	commercial/chapter03.md::1-2	現金過不足は帳簿残高と実際有高の差額を原因判明まで記録する仮勘定である	definition	INCLUDE	core definition			pending
ALP-COM-03-0005	commercial	03 現金預金	第1節 2 現金過不足	commercial/chapter03.md::1-2	期中の現金不足は現金を実際有高まで減額し借方に現金過不足、超過は現金を増額し貸方に現金過不足を計上する	journal_entry	INCLUDE	cash discrepancy entry			pending
ALP-COM-03-0006	commercial	03 現金預金	第1節 2 現金過不足	commercial/chapter03.md::1-2	原因判明時は正しい勘定科目へ振り替えて現金過不足を取り消す	procedure	INCLUDE	resolution process			pending
ALP-COM-03-0007	commercial	03 現金預金	第1節 3 現金過不足の決算整理	commercial/chapter03.md::1-3	期中発生の現金過不足が決算まで残る場合は仮勘定をゼロにし不足は雑損、超過は雑益へ振り替える	journal_entry	INCLUDE	closing treatment			pending
ALP-COM-03-0008	commercial	03 現金預金	第1節 3 現金過不足の決算整理	commercial/chapter03.md::1-3	決算日に新たに差額が判明した場合は現金過不足を使わず現金を実際有高へ直接修正する	exception	INCLUDE	closing-date distinction			pending
ALP-COM-03-0009	commercial	03 現金預金	第1節 3 現金過不足の決算整理	commercial/chapter03.md::1-3	決算日新規差額の原因判明部分は該当科目、不明不足は雑損、不明超過は雑益で現金を直接調整する	journal_entry	INCLUDE	closing-date entry pattern			pending
ALP-COM-03-0010	commercial	03 現金預金	第1節 4 現金実査	commercial/chapter03.md::1-4	現金実査額は通貨と通貨代用証券の合計であり郵便切手等は除外する	measurement	INCLUDE	cash count measurement			pending
ALP-COM-03-0011	commercial	03 現金預金	第1節 5 郵便切手	commercial/chapter03.md::1-5	期中に通信費処理した未使用郵便切手は決算で通信費から貯蔵品（資産）へ振り替える	journal_entry	INCLUDE	unused-stamp adjustment			pending
ALP-COM-03-0012	commercial	03 現金預金	第2節 1 当座預金	commercial/chapter03.md::2-1	当座預金は小切手・手形決済に用いる口座残高を表す資産で、入金は増加・支払は減少として処理する	definition	INCLUDE	deposit account mechanics			pending
ALP-COM-03-0013	commercial	03 現金預金	第2節 2 小切手	commercial/chapter03.md::2-2	小切手を振り出して支払うと振出人の当座預金を減少させる	journal_entry	INCLUDE	check issuance treatment			pending
ALP-COM-03-0014	commercial	03 現金預金	第2節 2 小切手	commercial/chapter03.md::2-2	他人振出小切手を受け取れば現金、直ちに当座預金へ入金すれば現金を経由せず当座預金を増加させる	comparison	INCLUDE	received-check treatment			pending
ALP-COM-03-0015	commercial	03 現金預金	第2節 2 小切手	commercial/chapter03.md::2-2	自己振出小切手を受け取った場合は振出時の当座預金減少を取り消すため当座預金を増加させる	exception	INCLUDE	self-issued-check treatment			pending
ALP-COM-03-0016	commercial	03 現金預金	第2節 3 普通預金・定期預金	commercial/chapter03.md::2-3	普通預金・定期預金は各口座残高を表す資産で必要に応じ銀行名―口座種類の勘定で個別管理できる	classification	INCLUDE	deposit classification			pending
ALP-COM-03-0017	commercial	03 現金預金	第2節 3 普通預金・定期預金	commercial/chapter03.md::2-3	銀行振込手数料は支払手数料（費用）、預金利息は受取利息（収益）として処理する	journal_entry	INCLUDE	bank-related incidental treatment			pending
ALP-COM-03-0018	commercial	03 現金預金	第2節 4 当座借越	commercial/chapter03.md::2-4	当座借越契約は一定限度まで当座預金をマイナス残高にできる契約で実質的に銀行借入を意味する	definition	INCLUDE	core definition			pending
ALP-COM-03-0019	commercial	03 現金預金	第2節 4 当座借越	commercial/chapter03.md::2-4	期中の当座借越は当座預金勘定を継続使用し貸方残高として表す	journal_entry	INCLUDE	interim treatment			pending
ALP-COM-03-0020	commercial	03 現金預金	第2節 4 当座借越	commercial/chapter03.md::2-4	決算日に当座預金が貸方残高なら当座借越または借入金（負債）へ振り替える	financial_statement	INCLUDE	balance-sheet presentation			pending
ALP-COM-03-0021	commercial	03 現金預金	第2節 4 当座借越	commercial/chapter03.md::2-4	翌期首は決算振替の逆仕訳で当座借越を当座預金貸方残高へ戻す	procedure	INCLUDE	reversing-entry process			pending
ALP-COM-03-0022	commercial	03 現金預金	第3節 1 銀行勘定調整表	commercial/chapter03.md::3-1	銀行勘定調整表は企業帳簿と銀行残高の不一致原因を調査・調整する内部表である	definition	INCLUDE	core definition			pending
ALP-COM-03-0023	commercial	03 現金預金	第3節 1 銀行勘定調整表	commercial/chapter03.md::3-1	不一致原因が当社側なら仕訳で当社残高を修正し、時間差だけなら仕訳せず銀行側を調整する	classification	INCLUDE	central reconciliation rule			pending
