alp_id	source_part	source_chapter	source_section	source_anchor	summary	type	status	include_reason	exclude_reason	note_ids	qa_status
ALP-COM-05-0001	commercial	05 有価証券	第1節 1 有価証券の概要	commercial/chapter05.md::1-1	有価証券には主に株式と公社債があり、株式は出資、公社債は貸付に近い性質を持つ	classification	INCLUDE	instrument fundamentals			pending
ALP-COM-05-0002	commercial	05 有価証券	第1節 1 有価証券の概要	commercial/chapter05.md::1-1	株式は原則返済されず配当・売却で回収し、公社債は利息を受け取り満期に額面金額が償還される	comparison	INCLUDE	stock-bond distinction			pending
ALP-COM-05-0003	commercial	05 有価証券	第1節 1 有価証券の概要	commercial/chapter05.md::1-1	株式保有割合に応じ議決権が与えられ、過半数保有は支配を意味する	reasoning	INCLUDE	ownership-control relationship			pending
ALP-COM-05-0004	commercial	05 有価証券	第1節 1 有価証券の概要	commercial/chapter05.md::1-1	市場金利と固定利率公社債の時価は逆方向に動く	reasoning	INCLUDE	bond-price relationship			pending
ALP-COM-05-0005	commercial	05 有価証券	第1節 1 有価証券の概要	commercial/chapter05.md::1-1	公社債の額面金額は満期償還額で、額面と取得価額の差が金利調整目的なら金利調整差額となる	definition	INCLUDE	bond valuation terminology			pending
ALP-COM-05-0006	commercial	05 有価証券	第1節 2 保有目的	commercial/chapter05.md::1-2	有価証券は売買目的・満期保有目的債券・子会社/関連会社株式・その他有価証券の4保有目的に分類する	classification	INCLUDE	core holding-purpose taxonomy			pending
ALP-COM-05-0007	commercial	05 有価証券	第1節 2 保有目的	commercial/chapter05.md::1-2	売買目的有価証券は短期時価変動益を目的とする株式・公社債である	definition	INCLUDE	holding-purpose definition			pending
ALP-COM-05-0008	commercial	05 有価証券	第1節 2 保有目的	commercial/chapter05.md::1-2	満期保有目的の債券は満期まで保有し利息と額面償還を目的とする公社債である	definition	INCLUDE	holding-purpose definition			pending
ALP-COM-05-0009	commercial	05 有価証券	第1節 2 保有目的	commercial/chapter05.md::1-2	発行済株式50%超の保有は子会社株式、20%以上50%以下は関連会社株式として扱う	classification	INCLUDE	control/influence thresholds			pending
ALP-COM-05-0010	commercial	05 有価証券	第1節 2 保有目的	commercial/chapter05.md::1-2	その他有価証券は売買目的・満期保有・子会社/関連会社のいずれにも該当しない長期投資等である	definition	INCLUDE	residual holding-purpose definition			pending
